id,title,publisher,date,retrieved,reliability,url,doi,no_url,key_figure,caveat,method,note,used_in
eg-float-and-digital-exports,"The March 2024 float, and reported digital services exports","Central Bank of Egypt, and ITIDA",2026-06-28,2026-08-07,1,,,"The central bank issues these as dated press releases that are rotated off the site; no stable locator remained for the March 2024 announcement, checked 2026-08-20.","On 6 March 2024 the Central Bank of Egypt announced the exchange rate would be set by market forces and raised rates by 600 basis points. The pound moved from about 30.9 to the dollar to a record of about 50.6 the same day. Residents may hold foreign-currency bank accounts, and inbound foreign currency is converted to pounds only if it lands in a pound account. No bespoke freelancer foreign-exchange scheme and no export-board registration requirement was located. The technology agency reports US$5.2 billion of digital-services offshoring revenue for 2025 and 850,000 active digital freelancers, and targets US$6 billion for 2026.","MIXED GRADES IN ONE RECORD, deliberately. The float and the account rules are central-bank facts and are grade 1. The US$5.2 billion and the 850,000 are agency-reported by the body that promotes the sector, and the US$6 billion is an explicit TARGET rather than an achieved figure — it must never be printed as one. The absence of a freelancer scheme is a negative finding after searching in Arabic, not a proven absence.",The central bank's own special monetary policy statement for the float. The export figures are agency statements made at a public summit.,,ch42
vn-training-bond,Repayment duty on employer-funded vocational training,"National Assembly of Vietnam, Labour Code 2019 and Law on Vocational Education and Training 2014",2019,2026-08-07,1,,,"Read from the consolidated statutes during pass 14, in Vietnamese. Both are published as gazette instruments rather than at a stable page.","Under Article 62 of the Labour Code 2019 and Article 61(2) of the Law on Vocational Education and Training 2014, where an employer funds training the worker must serve the committed period. Leaving early creates a duty to reimburse the scholarship and training cost, prorated to the time not served. The training contract must state the committed working period, the training cost and the reimbursement responsibility. No national stipend figure is fixed by statute.","The statute establishes the duty; it does not show how often the duty is enforced, and no enforcement data was located. Contrast with the Philippine and Indonesian schemes, which carry no equivalent repayment liability.",The statutes themselves.,,ch42
vn-id-national-wages,"National average wages, Vietnam and Indonesia","General Statistics Office of Vietnam, and Badan Pusat Statistik Indonesia",2026,2026-08-07,1,https://www.bps.go.id/en/statistics-table/2/MTUyMSMy/rata-rata-upah-gaji.html,,,"Vietnam's average monthly income across all employed workers was about VND 8.3 million in the first quarter of 2025 and about VND 9 million in the second quarter of 2026. The 2020 labour force survey reported VND 10.5 million a month for managers and VND 8.8 million for high-level technical professionals, at one-digit occupation detail. Indonesia's average net monthly wage for employees was about Rp 3.09 million in February 2025 and about Rp 3.29 million in February 2026, and about Rp 4.35 million for workers holding a university degree in any field.","NONE OF THESE IS A COMPUTING FIGURE. Vietnam publishes occupation detail only at one digit, where every professional is counted together, so a programmer cannot be separated from a doctor. Indonesia collapses occupations into eight broad groups and computing disappears inside professionals and technicians. The Indonesian degree-holder figure covers all fields and is an education proxy, not an occupation. Several figures rest on secondary reporting of the primary release and should be confirmed on the portals before the next edition.",National labour force surveys. Reported through the statistics offices' releases; several exact cells were cross-checked through reputable secondary reporting because the primary tables render their numbers via JavaScript.,,ch42
id-apprenticeship-and-prakerja,"Domestic apprenticeship allowance, and the pre-employment training card","Ministry of Manpower, Republic of Indonesia",2020,2026-08-07,1,https://bantuan.kemnaker.go.id/support/solutions/articles/43000568759-apa-manfaat-kartu-prakerja-,,,"Under the Manpower Law and Ministerial Regulation No. 6 of 2020, a domestic apprentice is not a full employee and receives an allowance rather than a wage, which must cover transport, meals and an incentive, with the amount set in a mandatory written agreement. An apprenticeship without a written agreement converts the apprentice into a regular employee. Duration is capped at one year and apprentices are limited to 20% of the workforce. Separately, the Kartu Prakerja scheme gives each participant a total benefit of Rp 4,200,000: a training balance of Rp 3,500,000, a job-search incentive of Rp 600,000, and Rp 100,000 for completing two surveys.","Kartu Prakerja is a government training voucher and NOT an employer-paid-while-you-train scheme; only Rp 700,000 of the package is cash and no employer is involved. The apprenticeship allowance has no published national figure for the technology sector. Benefit amounts were much larger during the pandemic and should be re-checked.",The ministry's own regulation and its official public guidance.,,ch42
vn-graduate-employment-inflation,"Self-reported university graduate employment rates, and the quota incentive behind them","Ministry of Education and Training, Vietnam, and the Vietnam Institute of Educational Sciences",2026,2026-08-07,2,,,"Published inside each university's annual admission scheme rather than as one national dataset, which is part of why the figures are unverifiable.",Universities self-report graduate employment rates and most report between 90% and 100%. A ministry report for 2018 to 2021 put information technology and computer science employment near 99%. An independent analysis of 181 universities estimated overall graduate employment nearer 65.5% for 2018. Vietnam limits enrolment increases at universities where more than 30% of graduates are unemployed. The ministry is building a higher education management information system linking university records to social insurance data to verify outcomes.,"The self-reported figures are graded 2 rather than 1 because the reporting body is the institution being judged and a stated quota rule gives it a direct interest in the answer. That conflict is the finding. The 65.5% estimate and the 99% claim are not measuring identical populations or years, so the gap between them shows unreliability rather than a quantified error.","Ministry guidance requiring universities to survey and publish graduate employment within twelve months in their annual admission scheme, set against an independent analysis of 181 universities.",,ch42
almalaurea-time-to-first-job,Indagine sulla Condizione occupazionale dei Laureati — time to first employment,AlmaLaurea (Consorzio Interuniversitario),2026,2026-08-14,2,https://www.almalaurea.it/news/quanto-tempo-impiegano-laureati-trovare-lavoro,,,"Average months to first employment for the disciplinary group ""informatica e tecnologie ICT"": 3.2 months for a first-level degree and 4.7 months for a second-level degree. Across all groups the averages are 5.0 and 7.0 months.","A FIELD OF STUDY IS NOT AN OCCUPATION. This measures how long computing graduates took to find any first job, not how long it takes to enter a named computing career, which is what this book's profiles ask. It also counts only graduates who were not already working, and the duration is recalled at interview rather than observed. Italy only. It is recorded because it disproves the blanket claim the book used to print — that nobody anywhere measures this — not because it answers the question.","Survey of graduates at one and five years after the degree. The duration is computed only for those who declared they were not working at graduation, and is reported by disciplinary group rather than by occupation.",,ch18; ch22
poland-ela-graduate-tracking,Nationwide system for monitoring the economic fate of graduates (ELA),"Government research institute, for the Polish science ministry",2026,2026-08-14,2,,,"ELA publishes through an interactive portal; a query result has no durable address and the front page is the only stable locator, checked 2026-08-20.","The system publishes time to salaried employment, in months, by field of study. Computing is one of the named fields. No national computing figure has been read from it for this edition.","Established, not read. This book has confirmed what the system publishes and how it is built; it has not opened the reports or extracted a figure, which is why this sits at grade 2 while the underlying instrument is grade 1. Two further limits matter for computing specifically. It measures time to SALARIED employment only, and self-employment and business-to- business contracting are excluded — both are common in Polish technology work, so the measure sees less of that market than of others. And a field of study is not an occupation.","Administrative linkage of higher-education records to social-insurance records, covering graduates rather than a survey sample. Reports per institution and per field of study, including the time a graduate took to find salaried employment.",,ch18; ch22
cfpb-bloomtech-2024,CFPB Takes Action Against BloomTech and CEO Austen Allred for Deceiving Students and Hiding Loan Costs,Consumer Financial Protection Bureau (United States),2024-04-17,2026-08-12,1,https://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-bloomtech-and-ceo-austen-allred-for-deceiving-students-and-hiding-loan-costs/,,,"Income share agreements required students earning over $50,000 to pay 17% of pre-tax income for 24 payments, capped at $30,000. The CFPB found the agreements were loans with an average finance charge of about $4,000, marketed as carrying no debt. One missed payment could trigger default. Advertised job placement of 71-86% against an internal figure near 50%. BloomTech was permanently banned from consumer lending; the chief executive was banned from student lending for ten years.","A United States action, under the enforcement posture of that time. Regulator priorities change with administrations, and this book cites the finding as a fact about what happened, not as a prediction that a similar scheme would be stopped today. The lesson transfers; the enforcement may not.",Enforcement action and consent order. Findings of fact by the regulator.,,ch07; ch15; ch16
cfpb-prehired-2023,CFPB Shuts Down Student Lender Prehired for Deceiving Borrowers,Consumer Financial Protection Bureau (United States),2023-11-20,2026-08-12,1,https://www.consumerfinance.gov/about-us/newsroom/cfpb-and-11-states-order-prehired-to-provide-students-more-than-30-million-in-relief-for-illegal-student-lending-practices/,,,"A training provider selling a job guarantee through income share agreements was ordered to stop operating, to pay $4.2 million in redress, and to void roughly $27 million in outstanding agreements.",United States only. See the caveat on cfpb-bloomtech-2024.,Enforcement action. Findings of fact by the regulator.,,ch07; ch16
ftc-career-step-2024,FTC Action Against Career Step for Deceptive Job Placement Claims,Federal Trade Commission (United States),2024-07-30,2026-08-12,1,https://www.ftc.gov/legal-library/browse/cases-proceedings/232-3019-career-step-llc-ftc-v,,,"$43.5 million in debt cancellation and cash relief over deceptive job-placement claims aimed at military families and veterans. That was $15.7 million in cash and about $27.8 million in cancelled debt. The Commission distributed $15.5 million to 42,794 people in March 2025.","Two dates, and the distance between them is the point. The order came in July 2024. The money reached people in March 2025. The sum delivered is also smaller than the headline: $15.5 million against $43.5 million. A settlement headline is not money in a student's hand.","Enforcement action and settlement, followed eight months later by a separate refund distribution. This record dates the order.",,ch07; ch16
ftc-job-scams-advice,Job Scams,"Federal Trade Commission (United States), Consumer Advice",2026,2026-08-12,1,https://consumer.ftc.gov/all-scams/job-scams,,,Standing consumer guidance: do not pay for the promise of a job. The FTC states that anyone who asks you to is a scammer.,"Guidance, not a finding. Cited as the position of a regulator, and it is deliberately broader than the specific cases above.",,,ch07
cirr-standard,Council on Integrity in Results Reporting — outcome reporting standard,CIRR,2026,,2,https://www.cirr.org/our-standards,,,The only widely used bootcamp outcome standard with independent verification. Membership has fallen to a small number of schools.,"This book could not establish the current member count from a primary source and does not state one. What matters for the reader is the test, not the roster: ask whether a school submits to it.","A voluntary standard under which member schools report graduate outcomes on a defined denominator at 90, 180 and 360 days, verified by an independent audit.",,ch07; ch15
app-academy-outcomes-course-report,App Academy reported student outcomes,Course Report (school-reported data),2024,,5,,,,"80% of students graduated. 98% of graduates were job-seeking. 91% of job-seeking graduates found work in the field within 180 days, at a reported median income of $100,000. The 180-day figures covered 390 graduates. Tuition about $17,900.","Cited in this book as a worked example of the denominator problem, not as evidence about App Academy, which is one of the more transparent schools precisely because it publishes the whole funnel. Compounding the three published rates gives about 71% of everyone who enrolled, against a headline of 91%. Reached through a secondary aggregator rather than the primary report, so treat the exact percentages as a range.",Self-reported by the school and republished by an aggregator. Not audited.,,ch07
stack-overflow-2024,Stack Overflow Developer Survey 2024,Stack Overflow,2024-07,,2,https://survey.stackoverflow.co/2024/developer-profile,,,"82% of respondents learn to code using online resources, against 49% who learn in school. 66% hold a bachelor's or master's degree.","Self-selected. Respondents come to a developer website, so people already working in software are heavily over-represented. It says nothing about people who tried to enter and failed, which is the population a prospective student most needs to know about.","Self-selected survey, 65,437 respondents across 185 countries, fielded 19 May to 20 June 2024.",,ch07; ch15
comptia-stackable-pathways,CompTIA stackable certification pathways,CompTIA,2026,,5,,,,Published ladder: A+ then Network+ then Security+ then CySA+ or PenTest+ then SecurityX. Each higher certificate renews the ones below it.,"Published by the body that sells the exams, so grade 5. The structure of the ladder is a verifiable fact about the product. Any claim about what it earns you is advertising.",,,ch07; ch31
hackerrank-skills-2025,2025 Developer Skills Report,HackerRank,2025-02,,2,,,Vendor report published behind a form. Figures reached this book through its public summary.,77% of developers surveyed say most assessments do not match the skills the role needs. 66% prefer practical challenges to abstract coding problems.,"Published by a company that sells technical assessments, which is a direct interest in the finding that current assessments are wrong. The sample size and method are stated, so it stays at grade 2, but read the conclusion with the seller in mind.","Survey of 13,732 developers, managers, recruiters and students across 102 countries, fielded Q4 2024 to early 2025.",,ch07; ch11; ch31
